Travel Year,Airline Name,Origin Country / Subregion,Destination Country / Subregion,Seats,,
2024,LOT Polish Airlines,Estonia,Poland,"126,306",,
2024,LOT Polish Airlines,France,Poland,"203,383",,
2024,LOT Polish Airlines,Germany,Poland,"528,839",,
2024,LOT Polish Airlines,Greece,Poland,"44,238",,
2024,LOT Polish Airlines,Hungary,Poland,"125,678",,
2024,LOT Polish Airlines,Italy,Poland,"201,766",,
2024,LOT Polish Airlines,Latvia,Poland,"72,110",,
2024,LOT Polish Airlines,Lithuania,Poland,"175,231",,
2024,LOT Polish Airlines,Luxembourg,Poland,"31,958",,
2024,LOT Polish Airlines,Netherlands,Poland,"152,028",,
2024,LOT Polish Airlines,Norway,Poland,"85,947",,
2024,LOT Polish Airlines,Poland,Austria,"68,025",,
2024,LOT Polish Airlines,Poland,Belgium,"134,490",,
2024,LOT Polish Airlines,Poland,Bulgaria,"69,809",,
2024,LOT Polish Airlines,Poland,Croatia,"76,537",,
2024,LOT Polish Airlines,Poland,Cyprus,"6,711",,
2024,LOT Polish Airlines,Poland,Czech Republic,"182,580",,
2024,LOT Polish Airlines,Poland,Denmark,"145,708",,
2024,LOT Polish Airlines,Poland,Estonia,"126,315",,
2024,LOT Polish Airlines,Poland,France,"203,333",,
2024,LOT Polish Airlines,Poland,Germany,"528,968",,
2024,LOT Polish Airlines,Poland,Greece,"44,238",,
2024,LOT Polish Airlines,Poland,Hungary,"125,478",,
2024,LOT Polish Airlines,Poland,Italy,"202,058",,
2024,LOT Polish Airlines,Poland,Latvia,"72,302",,
2024,LOT Polish Airlines,Poland,Lithuania,"175,428",,
2024,LOT Polish Airlines,Poland,Luxembourg,"31,958",,
2024,LOT Polish Airlines,Poland,Netherlands,"152,202",,
2024,LOT Polish Airlines,Poland,Norway,"85,947",,
2024,LOT Polish Airlines,Poland,Poland,"2,251,991",,
2024,LOT Polish Airlines,Poland,Romania,"210,227",,
2024,LOT Polish Airlines,Poland,Slovakia,"25,534",,
2024,LOT Polish Airlines,Poland,Slovenia,"38,813",,
2024,LOT Polish Airlines,Poland,Spain,"140,659",,
2024,LOT Polish Airlines,Poland,Sweden,"142,686",,
2024,LOT Polish Airlines,Poland,Switzerland,"176,883",,
2024,LOT Polish Airlines,Poland,United Kingdom,"199,671",,
2024,LOT Polish Airlines,Romania,Poland,"210,002",,
2024,LOT Polish Airlines,Slovakia,Poland,"25,610",,
2024,LOT Polish Airlines,Slovenia,Poland,"38,813",,
2024,LOT Polish Airlines,Spain,Poland,"140,845",,
2024,LOT Polish Airlines,Sweden,Poland,"142,575",,
2024,LOT Polish Airlines,Switzerland,Poland,"176,883",,
2024,LOT Polish Airlines,United Kingdom,Poland,"199,488",,
2024,Lufthansa,Germany,Poland,"1,354,048",,
2024,Lufthansa,Poland,Germany,"1,354,178",,
2024,Luxair,Luxembourg,Poland,"7,524",,
2024,Luxair,Poland,Luxembourg,"7,524",,
2024,Norwegian,Norway,Poland,"338,268",,
2024,Norwegian,Poland,Norway,"338,268",,
2024,Norwegian Air Sweden,Denmark,Poland,"50,901",,
2024,Norwegian Air Sweden,Poland,Denmark,"50,901",,
2024,Norwegian Air Sweden,Poland,Sweden,"20,841",,
2024,Norwegian Air Sweden,Sweden,Poland,"20,841",,
2024,Nouvelair Tunisie,Poland,Poland,"1,773",,
2024,PLAY,Iceland,Poland,"9,268",,
2024,PLAY,Poland,Iceland,"9,088",,
2024,Plus Ultra,Poland,Poland,"7,400",,
2024,Plus Ultra,Poland,Spain,299,,
2024,Ryanair,Austria,Poland,"139,118",,
2024,Ryanair,Belgium,Poland,"218,376",,
2024,Ryanair,Bulgaria,Poland,"93,998",,
2024,Ryanair,Croatia,Poland,"215,211",,
2024,Ryanair,Cyprus,Poland,"161,113",,
2024,Ryanair,Czech Republic,Poland,"63,931",,
2024,Ryanair,Denmark,Poland,"321,572",,
2024,Ryanair,Finland,Poland,"22,491",,
2024,Ryanair,France,Poland,"325,470",,
2024,Ryanair,Germany,Poland,"243,613",,
2024,Ryanair,Greece,Poland,"350,637",,
2024,Ryanair,Hungary,Poland,"26,029",,
2024,Ryanair,Ireland,Poland,"554,539",,
2024,Ryanair,Italy,Poland,"1,765,433",,
2024,Ryanair,Latvia,Poland,"86,076",,
2024,Ryanair,Lithuania,Poland,"10,962",,
2024,Ryanair,Malta,Poland,"215,585",,
2024,Ryanair,Netherlands,Poland,"107,296",,
2024,Ryanair,Norway,Poland,"353,459",,
2024,Ryanair,Poland,Austria,"139,118",,
2024,Ryanair,Poland,Belgium,"218,376",,
2024,Ryanair,Poland,Bulgaria,"93,998",,
2024,Ryanair,Poland,Croatia,"215,211",,
2024,Ryanair,Poland,Cyprus,"161,113",,
2024,Ryanair,Poland,Czech Republic,"63,931",,
2024,Ryanair,Poland,Denmark,"321,572",,
2024,Ryanair,Poland,Finland,"22,491",,
2024,Ryanair,Poland,France,"325,470",,
2024,Ryanair,Poland,Germany,"243,613",,
2024,Ryanair,Poland,Greece,"350,637",,
2024,Ryanair,Poland,Hungary,"26,029",,
2024,Ryanair,Poland,Ireland,"554,539",,
2024,Ryanair,Poland,Italy,"1,765,433",,
2024,Ryanair,Poland,Latvia,"86,076",,
2024,Ryanair,Poland,Lithuania,"10,962",,
2024,Ryanair,Poland,Malta,"215,585",,
2024,Ryanair,Poland,Netherlands,"107,296",,
2024,Ryanair,Poland,Norway,"353,459",,
2024,Ryanair,Poland,Poland,"222,652",,
2024,Ryanair,Poland,Portugal,"157,439",,
2024,Ryanair,Poland,Spain,"1,113,834",,
2024,Ryanair,Poland,Sweden,"439,762",,
2024,Ryanair,Poland,United Kingdom,"2,436,389",,
2024,Ryanair,Portugal,Poland,"157,439",,
2024,Ryanair,Spain,Poland,"1,113,834",,
2024,Ryanair,Sweden,Poland,"439,762",,
2024,Ryanair,United Kingdom,Poland,"2,436,389",,
2024,Ryanair UK,Poland,United Kingdom,"81,684",,
2024,Ryanair UK,United Kingdom,Poland,"81,684",,
2024,SAS,Denmark,Poland,"235,222",,
2024,SAS,Norway,Poland,180,,
2024,SAS,Poland,Denmark,"235,222",,
2024,SAS,Poland,Norway,180,,
2024,Sky Express,Greece,Poland,"121,034",,
2024,Sky Express,Poland,Greece,"121,034",,
2024,Sky Express,Poland,Poland,"3,348",,
2024,Smartwings,Greece,Poland,189,,
2024,Smartwings,Hungary,Poland,189,,
2024,Smartwings,Iceland,Poland,189,,
2024,Smartwings,Poland,Iceland,189,,
2024,Smartwings Poland,Bulgaria,Poland,"7,749",,
2024,Smartwings Poland,Finland,Poland,378,,
2024,Smartwings Poland,Greece,Poland,"148,554",,
2024,Smartwings Poland,Poland,Bulgaria,"7,749",,
2024,Smartwings Poland,Poland,Finland,378,,
2024,Smartwings Poland,Poland,Greece,"148,554",,
2024,Smartwings Poland,Poland,Portugal,"11,151",,
2024,Smartwings Poland,Poland,Spain,"44,604",,
2024,Smartwings Poland,Portugal,Poland,"11,151",,
2024,Smartwings Poland,Spain,Poland,"44,604",,
2024,Sunwing Airlines,Iceland,Poland,189,,
2024,Swiss,Poland,Switzerland,"222,667",,
2024,Swiss,Switzerland,Poland,"222,667",,
2024,TAP Air Portugal,Poland,Portugal,"65,502",,
2024,TAP Air Portugal,Portugal,Poland,"65,502",,
2024,TUIfly Netherlands,Poland,United Kingdom,272,,
2024,Wizz Air,Belgium,Poland,"84,647",,
2024,Wizz Air,Bulgaria,Poland,"38,175",,
2024,Wizz Air,Croatia,Poland,"68,715",,
2024,Wizz Air,Cyprus,Poland,"209,278",,
2024,Wizz Air,Denmark,Poland,"221,200",,
2024,Wizz Air,Finland,Poland,"64,428",,
2024,Wizz Air,France,Poland,"185,033",,
2024,Wizz Air,Germany,Poland,"308,846",,
2024,Wizz Air,Greece,Poland,"110,391",,
2024,Wizz Air,Hungary,Poland,"85,211",,
2024,Wizz Air,Iceland,Poland,"119,723",,
2024,Wizz Air,Italy,Poland,"793,622",,
2024,Wizz Air,Malta,Poland,"91,264",,
2024,Wizz Air,Netherlands,Poland,"286,313",,
2024,Wizz Air,Norway,Poland,"793,592",,
2024,Wizz Air,Poland,Belgium,"84,647",,
2024,Wizz Air,Poland,Bulgaria,"38,175",,
2024,Wizz Air,Poland,Croatia,"68,715",,
2024,Wizz Air,Poland,Cyprus,"209,278",,
2024,Wizz Air,Poland,Denmark,"221,200",,
2024,Wizz Air,Poland,Finland,"64,428",,
2024,Wizz Air,Poland,France,"185,033",,
2024,Wizz Air,Poland,Germany,"308,846",,
2024,Wizz Air,Poland,Greece,"110,391",,
2024,Wizz Air,Poland,Hungary,"85,211",,
2024,Wizz Air,Poland,Iceland,"119,750",,
2024,Wizz Air,Poland,Italy,"793,622",,
2024,Wizz Air,Poland,Malta,"91,264",,
2024,Wizz Air,Poland,Netherlands,"286,313",,
2024,Wizz Air,Poland,Norway,"793,592",,
2024,Wizz Air,Poland,Portugal,"123,603",,
2024,Wizz Air,Poland,Romania,"7,409",,
2024,Wizz Air,Poland,Spain,"1,000,955",,
2024,Wizz Air,Poland,Sweden,"305,063",,
2024,Wizz Air,Poland,Switzerland,"55,492",,
2024,Wizz Air,Poland,United Kingdom,"1,013,346",,
2024,Wizz Air,Portugal,Poland,"123,603",,
2024,Wizz Air,Romania,Poland,"7,409",,
2024,Wizz Air,Spain,Poland,"1,000,964",,
2024,Wizz Air,Sweden,Poland,"305,063",,
2024,Wizz Air,Switzerland,Poland,"55,492",,
2024,Wizz Air,United Kingdom,Poland,"1,013,526",,
2024,Wizz Air Malta,Italy,Poland,"80,307",,
2024,Wizz Air Malta,Poland,Italy,"80,307",,
2024,Wizz Air UK,Poland,United Kingdom,"203,631",,
2024,Wizz Air UK,United Kingdom,Poland,"203,631",,
2025,ASL Airlines France,France,Poland,"1,225",,
2025,ASL Airlines France,Poland,France,"1,225",,
2025,Aegean Airlines,Greece,Poland,"83,670",,
2025,Aegean Airlines,Poland,Greece,"83,670",,
2025,Aer Lingus,Ireland,Poland,"4,002",,
2025,Aer Lingus,Poland,Ireland,"4,002",,
2025,Aeroitalia,Italy,Poland,"6,120",,
2025,Aeroitalia,Poland,Italy,"6,120",,
2025,Air Baltic,Latvia,Poland,580,,
2025,Air Baltic,Lithuania,Poland,"10,295",,
2025,Air Baltic,Poland,Latvia,580,,
2025,Air Baltic,Poland,Lithuania,"10,295",,
2025,Air Dolomiti,Germany,Poland,"204,328",,
2025,Air Dolomiti,Poland,Germany,"204,314",,
2025,Air France,France,Poland,"178,124",,
2025,Air France,Poland,France,"178,166",,
2025,AlbaStar,Poland,Spain,169,,
2025,AlbaStar,Poland,Switzerland,169,,
2025,AlbaStar,Spain,Poland,169,,
2025,AlbaStar,Switzerland,Poland,169,,
2025,Austrian,Austria,Poland,"210,888",,
2025,Austrian,Poland,Austria,"210,888",,
2025,Avion Express,Czech Republic,Poland,546,,
2025,Avion Express,Poland,Czech Republic,546,,
2025,British Airways,Poland,United Kingdom,"219,041",,
2025,British Airways,United Kingdom,Poland,"219,004",,
2025,Brussels Airlines,Belgium,Poland,"104,439",,
2025,Brussels Airlines,Poland,Belgium,"104,448",,
2025,Corendon Airlines,Poland,Poland,567,,
2025,Danish Air Transport,Denmark,Poland,120,,
2025,Danish Air Transport,Poland,Denmark,116,,
2025,EasyJet,France,Poland,"92,682",,
2025,EasyJet,Netherlands,Poland,"17,994",,
2025,EasyJet,Poland,France,"92,682",,
2025,EasyJet,Poland,Netherlands,"17,994",,
2025,EasyJet,Poland,Switzerland,"47,616",,
2025,EasyJet,Poland,United Kingdom,"230,398",,
2025,EasyJet,Switzerland,Poland,"47,616",,
2025,EasyJet,United Kingdom,Poland,"230,398",,
2025,Enter Air,Bulgaria,Poland,"4,732",,
2025,Enter Air,Greece,Poland,"9,464",,
2025,Enter Air,Poland,Bulgaria,"4,563",,
2025,Enter Air,Poland,Greece,"9,464",,
2025,Enter Air,Poland,Spain,"19,435",,
2025,Enter Air,Spain,Poland,"18,928",,
2025,Eurowings,Germany,Poland,"78,870",,
2025,Eurowings,Poland,Germany,"78,900",,
2025,Finnair,Finland,Poland,"263,202",,
2025,Finnair,Poland,Finland,"263,202",,
2025,Georgian Airways,Germany,Poland,667,,
2025,ITA Airways,Italy,Poland,394,,
2025,ITA Airways,Poland,Italy,394,,
2025,Jet2,Poland,United Kingdom,"117,217",,
2025,Jet2,United Kingdom,Poland,"117,229",,
2025,KLM,Netherlands,Poland,"682,648",,
2025,KLM,Poland,Netherlands,"682,540",,
2025,LOT Polish Airlines,Austria,Poland,"71,435",,
2025,LOT Polish Airlines,Belgium,Poland,"157,592",,
2025,LOT Polish Airlines,Bulgaria,Poland,"85,908",,
2025,LOT Polish Airlines,Croatia,Poland,"87,899",,
2025,LOT Polish Airlines,Cyprus,Poland,"51,612",,
2025,LOT Polish Airlines,Czech Republic,Poland,"189,822",,
2025,LOT Polish Airlines,Denmark,Poland,"151,826",,
2025,LOT Polish Airlines,Estonia,Poland,"148,462",,
2025,LOT Polish Airlines,Finland,Poland,"1,875",,
2025,LOT Polish Airlines,France,Poland,"289,846",,
2025,LOT Polish Airlines,Germany,Poland,"559,991",,
2025,LOT Polish Airlines,Greece,Poland,"88,075",,
2025,LOT Polish Airlines,Hungary,Poland,"122,977",,
2025,LOT Polish Airlines,Iceland,Poland,"25,869",,
2025,LOT Polish Airlines,Italy,Poland,"217,187",,
2025,LOT Polish Airlines,Latvia,Poland,"104,320",,
2025,LOT Polish Airlines,Lithuania,Poland,"186,873",,
2025,LOT Polish Airlines,Luxembourg,Poland,"36,595",,
2025,LOT Polish Airlines,Malta,Poland,"26,565",,
2025,LOT Polish Airlines,Netherlands,Poland,"167,168",,
2025,LOT Polish Airlines,Norway,Poland,"101,601",,
2025,LOT Polish Airlines,Poland,Austria,"71,249",,
2025,LOT Polish Airlines,Poland,Belgium,"159,519",,
2025,LOT Polish Airlines,Poland,Bulgaria,"85,890",,
2025,LOT Polish Airlines,Poland,Croatia,"88,085",,
2025,LOT Polish Airlines,Poland,Cyprus,"51,612",,
2025,LOT Polish Airlines,Poland,Czech Republic,"189,786",,
2025,LOT Polish Airlines,Poland,Denmark,"152,012",,
2025,LOT Polish Airlines,Poland,Estonia,"148,569",,
2025,LOT Polish Airlines,Poland,Finland,"1,957",,
2025,LOT Polish Airlines,Poland,France,"289,952",,
2025,LOT Polish Airlines,Poland,Germany,"559,839",,
2025,LOT Polish Airlines,Poland,Greece,"88,261",,
2025,LOT Polish Airlines,Poland,Hungary,"122,977",,
2025,LOT Polish Airlines,Poland,Iceland,"25,866",,
2025,LOT Polish Airlines,Poland,Italy,"217,001",,
2025,LOT Polish Airlines,Poland,Latvia,"104,188",,
2025,LOT Polish Airlines,Poland,Lithuania,"186,797",,
2025,LOT Polish Airlines,Poland,Luxembourg,"36,571",,
2025,LOT Polish Airlines,Poland,Malta,"26,565",,
2025,LOT Polish Airlines,Poland,Netherlands,"166,840",,
2025,LOT Polish Airlines,Poland,Norway,"101,601",,
2025,LOT Polish Airlines,Poland,Poland,"2,365,688",,
2025,LOT Polish Airlines,Poland,Portugal,"54,114",,
2025,LOT Polish Airlines,Poland,Romania,"212,920",,
2025,LOT Polish Airlines,Poland,Slovakia,"25,636",,
2025,LOT Polish Airlines,Poland,Slovenia,"41,955",,
2025,LOT Polish Airlines,Poland,Spain,"146,724",,
2025,LOT Polish Airlines,Poland,Sweden,"169,095",,
2025,LOT Polish Airlines,Poland,Switzerland,"183,915",,
2025,LOT Polish Airlines,Poland,United Kingdom,"200,632",,
2025,LOT Polish Airlines,Portugal,Poland,"54,007",,
2025,LOT Polish Airlines,Romania,Poland,"212,799",,
2025,LOT Polish Airlines,Slovakia,Poland,"25,606",,
2025,LOT Polish Airlines,Slovenia,Poland,"41,873",,
2025,LOT Polish Airlines,Spain,Poland,"147,036",,
2025,LOT Polish Airlines,Sweden,Poland,"169,198",,
2025,LOT Polish Airlines,Switzerland,Poland,"184,051",,
2025,LOT Polish Airlines,United Kingdom,Poland,"200,511",,
2025,Lufthansa,Germany,Poland,"1,364,855",,
2025,Lufthansa,Poland,Germany,"1,365,007",,
2025,Luxair,Luxembourg,Poland,"6,232",,
2025,Luxair,Poland,Luxembourg,"6,232",,
2025,Neos,Italy,Poland,359,,
2025,Neos,Poland,Italy,904,,
2025,Norwegian,Norway,Poland,"319,527",,
2025,Norwegian,Poland,Norway,"319,527",,
2025,Norwegian Air Sweden,Denmark,Poland,"35,586",,
2025,Norwegian Air Sweden,Poland,Denmark,"35,586",,
2025,Norwegian Air Sweden,Poland,Sweden,"23,481",,
2025,Norwegian Air Sweden,Sweden,Poland,"23,481",,
2025,Nouvelair Tunisie,Poland,Poland,"1,440",,
2025,PLAY,Iceland,Poland,"6,558",,
2025,PLAY,Poland,Iceland,"6,738",,
2025,Ryanair,Austria,Poland,"112,544",,
2025,Ryanair,Belgium,Poland,"229,045",,
2025,Ryanair,Bulgaria,Poland,"123,277",,
2025,Ryanair,Croatia,Poland,"300,136",,
2025,Ryanair,Cyprus,Poland,"168,821",,
2025,Ryanair,Czech Republic,Poland,"104,470",,
2025,Ryanair,Denmark,Poland,"254,668",,
2025,Ryanair,Finland,Poland,"24,381",,
2025,Ryanair,France,Poland,"334,437",,
2025,Ryanair,Germany,Poland,"138,552",,
2025,Ryanair,Greece,Poland,"378,923",,
2025,Ryanair,Hungary,Poland,"29,106",,
2025,Ryanair,Ireland,Poland,"607,673",,
2025,Ryanair,Italy,Poland,"2,214,910",,
2025,Ryanair,Latvia,Poland,"62,892",,
2025,Ryanair,Malta,Poland,"294,809",,
2025,Ryanair,Netherlands,Poland,"89,564",,
2025,Ryanair,Norway,Poland,"298,848",,
2025,Ryanair,Poland,Austria,"112,544",,
2025,Ryanair,Poland,Belgium,"229,045",,
2025,Ryanair,Poland,Bulgaria,"123,277",,
2025,Ryanair,Poland,Croatia,"300,136",,
2025,Ryanair,Poland,Cyprus,"168,821",,
2025,Ryanair,Poland,Czech Republic,"104,470",,
2025,Ryanair,Poland,Denmark,"254,676",,
2025,Ryanair,Poland,Finland,"24,381",,
2025,Ryanair,Poland,France,"334,437",,
2025,Ryanair,Poland,Germany,"138,552",,
2025,Ryanair,Poland,Greece,"378,923",,
2025,Ryanair,Poland,Hungary,"29,106",,
2025,Ryanair,Poland,Ireland,"607,673",,
2025,Ryanair,Poland,Italy,"2,214,950",,
2025,Ryanair,Poland,Latvia,"62,892",,
2025,Ryanair,Poland,Malta,"294,809",,
2025,Ryanair,Poland,Netherlands,"89,564",,
2025,Ryanair,Poland,Norway,"298,848",,
2025,Ryanair,Poland,Poland,"225,046",,
2025,Ryanair,Poland,Portugal,"178,506",,
2025,Ryanair,Poland,Romania,"3,607",,
2025,Ryanair,Poland,Slovakia,"18,144",,
2025,Ryanair,Poland,Spain,"1,263,371",,
2025,Ryanair,Poland,Sweden,"409,029",,
2025,Ryanair,Poland,United Kingdom,"2,547,734",,
2025,Ryanair,Portugal,Poland,"178,506",,
2025,Ryanair,Romania,Poland,"3,607",,
2025,Ryanair,Slovakia,Poland,"18,144",,
2025,Ryanair,Spain,Poland,"1,263,371",,
2025,Ryanair,Sweden,Poland,"409,029",,
2025,Ryanair,United Kingdom,Poland,"2,547,742",,
2025,Ryanair UK,Poland,United Kingdom,"106,705",,
2025,Ryanair UK,United Kingdom,Poland,"106,705",,
2025,SAS,Denmark,Poland,"332,678",,
2025,SAS,Poland,Denmark,"332,678",,
2025,Sky Express,Greece,Poland,"59,208",,
2025,Sky Express,Poland,Greece,"59,208",,
2025,SkyAlps,Italy,Poland,152,,
2025,SkyAlps,Poland,Italy,152,,
2025,SkyUp MT,Bulgaria,Poland,"3,110",,
2025,SkyUp MT,Cyprus,Poland,"6,220",,
2025,SkyUp MT,Greece,Poland,"15,464",,
2025,SkyUp MT,Poland,Bulgaria,"3,110",,
2025,SkyUp MT,Poland,Cyprus,"6,220",,
2025,SkyUp MT,Poland,Greece,"15,275",,
2025,Smartwings,Greece,Poland,189,,
2025,Smartwings,Iceland,Poland,189,,
2025,Smartwings,Poland,Czech Republic,189,,
2025,Smartwings,Poland,Iceland,189,,
2025,Smartwings,Spain,Poland,189,,
2025,Smartwings Poland,Bulgaria,Poland,"5,670",,
2025,Smartwings Poland,Cyprus,Poland,"4,725",,
2025,Smartwings Poland,Finland,Poland,189,,
2025,Smartwings Poland,Greece,Poland,"127,008",,
2025,Smartwings Poland,Poland,Bulgaria,"5,670",,
2025,Smartwings Poland,Poland,Cyprus,"4,725",,
2025,Smartwings Poland,Poland,Finland,189,,
2025,Smartwings Poland,Poland,Greece,"127,197",,
2025,Smartwings Poland,Poland,Portugal,"11,529",,
2025,Smartwings Poland,Poland,Spain,"51,219",,
2025,Smartwings Poland,Portugal,Poland,"11,529",,
2025,Smartwings Poland,Spain,Poland,"51,219",,
2025,Swiss,Poland,Switzerland,"223,522",,
2025,Swiss,Switzerland,Poland,"223,522",,
2025,TAP Air Portugal,Poland,Portugal,"69,786",,
2025,TAP Air Portugal,Portugal,Poland,"69,786",,
2025,TUI Airways,Poland,United Kingdom,567,,
2025,TUI Airways,United Kingdom,Poland,567,,
2025,TUIfly Belgium,Belgium,Poland,378,,
2025,TUIfly Belgium,Poland,Belgium,378,,
2025,TUIfly Netherlands,Poland,United Kingdom,307,,
2025,Wizz Air,Belgium,Poland,"85,911",,
2025,Wizz Air,Bulgaria,Poland,"62,154",,
2025,Wizz Air,Croatia,Poland,"92,745",,
2025,Wizz Air,Cyprus,Poland,"234,141",,
2025,Wizz Air,Denmark,Poland,"216,938",,
2025,Wizz Air,Estonia,Poland,"7,409",,
2025,Wizz Air,Finland,Poland,"63,993",,
2025,Wizz Air,France,Poland,"234,464",,
2025,Wizz Air,Germany,Poland,"395,078",,
2025,Wizz Air,Greece,Poland,"119,726",,
2025,Wizz Air,Hungary,Poland,"135,130",,
2025,Wizz Air,Iceland,Poland,"146,320",,
2025,Wizz Air,Italy,Poland,"996,553",,
2025,Wizz Air,Lithuania,Poland,"10,755",,
2025,Wizz Air,Malta,Poland,"144,921",,
2025,Wizz Air,Netherlands,Poland,"327,692",,
2025,Wizz Air,Norway,Poland,"773,263",,
2025,Wizz Air,Poland,Belgium,"85,911",,
2025,Wizz Air,Poland,Bulgaria,"62,154",,
2025,Wizz Air,Poland,Croatia,"92,745",,
2025,Wizz Air,Poland,Cyprus,"234,132",,
2025,Wizz Air,Poland,Denmark,"216,938",,
2025,Wizz Air,Poland,Estonia,"7,409",,
2025,Wizz Air,Poland,Finland,"63,993",,
2025,Wizz Air,Poland,France,"234,464",,
2025,Wizz Air,Poland,Germany,"395,078",,
2025,Wizz Air,Poland,Greece,"119,726",,
2025,Wizz Air,Poland,Hungary,"135,130",,
2025,Wizz Air,Poland,Iceland,"146,320",,
2025,Wizz Air,Poland,Italy,"996,553",,
2025,Wizz Air,Poland,Lithuania,"10,755",,
2025,Wizz Air,Poland,Malta,"144,921",,
2025,Wizz Air,Poland,Netherlands,"327,692",,
2025,Wizz Air,Poland,Norway,"773,263",,
2025,Wizz Air,Poland,Portugal,"156,537",,
2025,Wizz Air,Poland,Romania,"105,160",,
2025,Wizz Air,Poland,Slovakia,478,,
2025,Wizz Air,Poland,Spain,"1,233,546",,
2025,Wizz Air,Poland,Sweden,"219,979",,
2025,Wizz Air,Poland,Switzerland,"105,842",,
2025,Wizz Air,Poland,United Kingdom,"1,039,788",,
2025,Wizz Air,Portugal,Poland,"156,537",,
2025,Wizz Air,Romania,Poland,"105,160",,
2025,Wizz Air,Slovakia,Poland,478,,
2025,Wizz Air,Spain,Poland,"1,233,546",,
2025,Wizz Air,Sweden,Poland,"219,979",,
2025,Wizz Air,Switzerland,Poland,"105,842",,
2025,Wizz Air,United Kingdom,Poland,"1,039,788",,
2025,Wizz Air Malta,Germany,Poland,"3,852",,
2025,Wizz Air Malta,Italy,Poland,"348,940",,
2025,Wizz Air Malta,Poland,Germany,"3,852",,
2025,Wizz Air Malta,Poland,Italy,"348,940",,
2025,Wizz Air Malta,Poland,Romania,"4,370",,
2025,Wizz Air Malta,Romania,Poland,"4,370",,
2025,Wizz Air UK,Poland,United Kingdom,"227,528",,
2025,Wizz Air UK,United Kingdom,Poland,"227,528",,
2025,World2Fly,Poland,Spain,"2,280",,
2026,ASL Airlines France,France,Poland,863,,
2026,ASL Airlines France,Poland,France,863,,
2026,Aegean Airlines,Greece,Poland,"85,982",,
2026,Aegean Airlines,Poland,Greece,"85,982",,
2026,Aer Lingus,Ireland,Poland,"1,044",,
2026,Aer Lingus,Poland,Ireland,"1,044",,
2026,Air Baltic,Lithuania,Poland,"4,205",,
2026,Air Baltic,Poland,Lithuania,"4,205",,
2026,Air Dolomiti,Germany,Poland,"204,942",,
2026,Air Dolomiti,Poland,Germany,"204,726",,
2026,Air France,France,Poland,"177,894",,
2026,Air France,Poland,France,"177,894",,
2026,Austrian,Austria,Poland,"196,656",,
2026,Austrian,Poland,Austria,"196,344",,
2026,British Airways,Poland,United Kingdom,"208,498",,
2026,British Airways,United Kingdom,Poland,"208,498",,
2026,Brussels Airlines,Belgium,Poland,"91,995",,
2026,Brussels Airlines,Poland,Belgium,"91,854",,
2026,Corendon Airlines,Poland,Poland,189,,
2026,Corendon Airlines Europe,Greece,Poland,"20,790",,
2026,Corendon Airlines Europe,Poland,Greece,"20,790",,
2026,EasyJet,France,Poland,"94,695",,
2026,EasyJet,Netherlands,Poland,"13,596",,
2026,EasyJet,Poland,France,"94,695",,
2026,EasyJet,Poland,Netherlands,"13,596",,
2026,EasyJet,Poland,Switzerland,"66,216",,
2026,EasyJet,Poland,United Kingdom,"213,619",,
2026,EasyJet,Switzerland,Poland,"66,216",,
2026,EasyJet,United Kingdom,Poland,"213,619",,
2026,Enter Air,Poland,Spain,"33,462",,
2026,Enter Air,Spain,Poland,"33,462",,
2026,Eurowings,Germany,Poland,"75,510",,
2026,Eurowings,Poland,Germany,"75,510",,
2026,Finnair,Finland,Poland,"255,084",,
2026,Finnair,Poland,Finland,"255,084",,
2026,Jet2,Poland,United Kingdom,"88,813",,
2026,Jet2,United Kingdom,Poland,"88,813",,
2026,KLM,Netherlands,Poland,"674,458",,
2026,KLM,Poland,Netherlands,"674,338",,
2026,LOT Polish Airlines,Austria,Poland,"71,380",,
2026,LOT Polish Airlines,Belgium,Poland,"187,103",,
2026,LOT Polish Airlines,Bulgaria,Poland,"87,769",,
2026,LOT Polish Airlines,Croatia,Poland,"104,028",,
2026,LOT Polish Airlines,Cyprus,Poland,"58,343",,
2026,LOT Polish Airlines,Czech Republic,Poland,"184,145",,
2026,LOT Polish Airlines,Denmark,Poland,"167,564",,
2026,LOT Polish Airlines,Estonia,Poland,"138,585",,
2026,LOT Polish Airlines,Finland,Poland,"2,619",,
2026,LOT Polish Airlines,France,Poland,"337,017",,
2026,LOT Polish Airlines,Germany,Poland,"613,489",,
2026,LOT Polish Airlines,Greece,Poland,"123,557",,
2026,LOT Polish Airlines,Hungary,Poland,"129,069",,
2026,LOT Polish Airlines,Iceland,Poland,"32,178",,
2026,LOT Polish Airlines,Italy,Poland,"274,559",,
2026,LOT Polish Airlines,Latvia,Poland,"108,416",,
2026,LOT Polish Airlines,Lithuania,Poland,"178,450",,
2026,LOT Polish Airlines,Luxembourg,Poland,"39,869",,
2026,LOT Polish Airlines,Malta,Poland,"35,223",,
2026,LOT Polish Airlines,Netherlands,Poland,"192,329",,
2026,LOT Polish Airlines,Norway,Poland,"132,089",,
2026,LOT Polish Airlines,Poland,Austria,"71,380",,
2026,LOT Polish Airlines,Poland,Belgium,"187,289",,
2026,LOT Polish Airlines,Poland,Bulgaria,"87,769",,
2026,LOT Polish Airlines,Poland,Croatia,"104,028",,
2026,LOT Polish Airlines,Poland,Cyprus,"58,343",,
